text,text_preprocessed,label
bagus barang nya,bagus barang,positive
yang dateng sangat-sangat beda dengan yang di foto,dateng sangatsangat beda foto,negative
"sangat sangat mengecewakan gak bisa di cas powerbank. Dan kata nya garansi malah ongkos kirim kita di suruh tanggung sendiri. Ya rugi parah lah ongkir dari Batam itu kesitu 35 belum lagi kenak pajak 30,%. Ditanya solusi lain gak respon",kecewa cas powerbank garansi ongkos kirim suruh tanggung rugi parah ongkir batam kesitu 35 nak pajak 30 solusi respon,negative
barang tidak sampai. tdk ada solusi,barang tdk solusi,negative
"begitu sampe langsung dibuat kreasi, anak2 seneng bgt. pengiriman jg cepat, makasih seller",sampe langsung kreasi anak2 neng bgt kirim jg cepat makasih seller,positive
Warnanya lucu ??. Lembut di kulit. Proses pesanan cepat.,warna lucu lembut kulit proses pesan cepat,positive
"Sangat kecewa harga mahal, keong nya sangat kecil, tolong jangan sampai tertipu dengan gambar !",kecewa harga mahal keong tipu gambar,negative
"bagus banget, harganya murah tp kualitasnya ternyata bagus banget. designnya juga keren en berfungsi sesuai iklannya. recommended banget. pengiriman jg cepat dan aman. thx ya",bagus banget harga murah tp kualitas bagus banget designnya keren en fungsi sesuai iklan recommended banget kirim jg cepat aman thx,positive
Topinya bagus bahan nya,topi bagus bahan,positive
gak sesuai gambar depan terlalu pendek,sesuai gambar pendek,negative
"Mevvah bro , thx u fast respon dan fast delivery .Recommended ??????",mevvah bro thx fast respon fast delivery recommended,positive
"awalnya dikirim kurang, untung ada video unbox. proses komplain nya lama, barangnya bagus tp pelayanan tokonya jelek",kirim untung video unbox proses komplain barang bagus tp layan toko jelek,negative
"abis pencet beli, eh cek di **** ternyata lebih murah. produk dibawah ekspetasi.",abis pencet beli eh cek murah produk bawah ekspetasi,negative
"seller luar biasa.. packing baik, pengiriman cepat, penting nya barang sesuai deskripsi dan berfungsi. terima kasih..",seller packing kirim cepat barang sesuai deskripsi fungsi terima kasih,positive
asli bagus bgt,asli bagus bgt,positive
Terima kasih Gan. Barang diterima aman dan berfungsi baik sesuai pesanan. Kondisi aman semua lampu menyala. Tambahan packing kardus dan bubble wrap ini sangat membantu.,terima kasih gan barang terima aman fungsi sesuai pesan kondisi aman lampu nyala tambah packing kardus bubble wrap bantu,positive
Sablonan kurang bagus. Pas di cuci ancur sablonannya,sablon bagus pas cuci ancur sablon,negative
obeng bintang nya kurang nyaman untuk dipegang. ujung obeng bintang mesti diratain dlu.. ada sisa potongan.,obeng bintang nyaman pegang ujung obeng bintang mesti diratain dlu sisa potong,negative
penjual cepat tanggap. barang cepat sampainya. terima kasih,jual cepat tanggap barang cepat sampai terima kasih,positive
"Respon penjual baik, Pengiriman sangat cepat, Barang sesuai dengan pesanan, Cukup memuaskan. Thank youu..",respon jual kirim cepat barang sesuai pesan muas thank youu,positive
paaaaas banget ukurannya buat gantiin tempat sampah lama. barang bagus warna cantik. miniso ga pernah ngecewain sihKualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,paaaaas banget ukur gantiin sampah barang bagus warna cantik miniso ngecewain sihkualitas product bagus material bagus harga jangkau recomended,positive
Bagus banget kertasnya dan sesuai deskripsi,bagus banget kertas sesuai deskripsi,positive
Barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best,barang bagus banget asli harga sgni dpt quality wireless microphone kek gni the best,positive
1 hari masih bagus hasilnya..3 hari kedepan udah gak bagus lagi..berembun lagi...gak recomended banget,bagus hasilnya3 depan udah bagus lagiberembun lagigak recomended banget,negative
"buku sampai 2 hari setelah pemesanan, lumayan cepat pengirimannya. buku tiba dengan bubble wrap dan dalamnya masih dikemas dengan kardus lagi. overall bagus",buku mesan lumayan cepat kirim buku bubble wrap dalam kemas kardus overall bagus,positive
Tingginya pas Bisa nahan beban HP Packaging aman ?? Gampang dipasang Kualitas bahan bagus. Proses pesanan cepat,tinggi pas nahan beban hp packaging aman gampang pasang kualitas bahan bagus proses pesan cepat,positive
"mantap hijabnyaaa, enaaaaaak dipakai, adeeeeem",mantap hijabnyaaa enaaaaaak pakai adeeeeem,positive
"Kecewa , malah bikin body mobil jd kusam setelah di pakai , mobil malah jd ga kinclong lg",kecewa bikin body mobil jd kusam pakai mobil jd kinclong lg,negative
"pesen lilin 65 malah dikasih 95, mo dibalik jg angka 9 jd 6 ga ada sumbunya... kacau...fatal bgt gak dicek dlu sblm kirim ke customer",sen lilin 65 kasih 95 mo balik jg angka jd sumbu kacaufatal bgt cek dlu sblm kirim customer,negative
packing rapi. proses pengiriman cepat.,packing rapi proses kirim cepat,positive
proses pengiriman sangat mengecewakan,proses kirim kecewa,negative
Cetakan buku nya tdk bagus.,cetak buku tdk bagus,negative
harga murah kualitas produk sangat baik,harga murah kualitas produk,positive
"packing rapi, barang sesuai pesanan",packing rapi barang sesuai pesan,positive
ternyata ukurannya kecil di bawah harapan,ukur harap,negative
"sdh pembelian berulang2, lumpianya enak, packingnya bgs, penjual responsif dan pengiriman cpt.",sdh beli berulang2 lumpia enak packingnya bgs jual responsif kirim cpt,positive
"Sampai dengan baik banget dan exp masih lama, di kemas sangat baik setiap susu di beri babel warp dan dikardusin satu2 baru di kardusin lagi jadi satu (ok semua ) Terimakasih .",banget exp kemas susu babel warp dikardusin satu2 kardusin terimakasih,positive
"kecewa belanja di tempat kamu, lain di pesan lain dikirim ??????",kecewa belanja pesan kirim,negative
Nyaman di kulit. Packaging simpel. Proses pesanan cepat. Packaging aman ??. Packaging rapi.,nyaman kulit packaging simpel proses pesan cepat packaging aman packaging rapi,positive
"respon dan pengiriman cepat. barang sesuai pesanan, lengkap dan tidak ada yang patah atau pecah. hanya pengemasannya yang sangat tidak aman",respon kirim cepat barang sesuai pesan lengkap patah pecah emas aman,positive
"Jujur lumayan kecewa banget dengan claim wangi mint eucalyptus, pasti yang kebayang wangi kyk minyak kayu putih gitu tapi pas datang bener2 ga ada wangi mint atau eucalyptusnya. Atau mmng aku idung ak yang salah cium. ?? yang jelas wanginya bikin eneg dan pusing bukan nyegerin kayak minuak kayu putih. terus ga dapet free pouch juga. ??",jujur lumayan kecewa banget claim wangi mint eucalyptus bayang wangi kyk minyak kayu putih gitu pas bener2 wangi mint eucalyptusnya mmng idung ak salah cium wangi bikin eneg pusing nyegerin kayak muak kayu putih dapet free pouch,negative
ternyata setelah mau dipakai baru ngeh kalau boxnya yg dikirim bagian engsel belakang pecah. payah deh qcnya tdk melihat klo ada yg pecah,pakai ngeh boxnya kirim engsel pecah payah deh qcnya tdk klo pecah,negative
Respon seller tepat waktu barang sesuai pesanan,respon seller barang sesuai pesan,positive
Barang sesuai deskripsi,barang sesuai deskripsi,positive
Brg sdh diterima dg baik thanks,brg sdh terima dg thanks,positive
Kualitas produk sangat bagus.Respon penjual sangat ramah.,kualitas produk bagusrespon jual ramah,positive
Baru pake 5 hr ud robek ??,pake hr ud robek,negative
"Pengalaman pertama beli kulkas secara online, alhamdulillah pengiriman dan pengemasan baik, produk diterima dng baik tanpa kerusakan, dan kualitas produk bagus. Harga lebih miring dibanding beli langsung ke toko.",alam beli kulkas online alhamdulillah kirim emas produk terima dng rusa kualitas produk bagus harga miring banding beli langsung toko,positive
secara overall ok banget,overall banget,positive
"Mantap gan, barang mendarat dengan mulus. Kartu oke. Pemerannya lengkap juga. Ada buku panduan ama buku catetan buat moderator. Makasih gan.",mantap gan barang darat mulus kartu oke per lengkap buku pandu ama buku catetan moderator makasih gan,positive
"saya sungguh kecewa dg membeli masker produk ini, krn isinya yh seharusnya 1 dos 20 pieces, ternyata ada 5 pieces masker tdk ada talinya shg tdk bisa digunakan sebagaimana mestinya, mohon perhatiannya, tks",sungguh kecewa dg beli masker produk krn isi yh dos 20 pieces pieces masker tdk tali shg tdk mesti mohon perhati tks,negative
parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali dari kardus luarnya. begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali.. saya tidak tahu yg bermasalah di oengemasan atau pengiriman. mohon bisa dievaluasi lagi terimakasih,parfum kondisi bungkus rapi curiga cium aroma bom buka kardus luar buka kardus kardus dalam basah buka dalam isi parfum tinggal masalah oengemasan kirim mohon evaluasi terimakasih,negative
kurang suka sama kainnya,suka kain,negative
"pelayanan penjual nya jelek, slow respon banget",layan jual jelek slow respon banget,negative
Perlu hampir 2 minggu buat packing dengan alasan overload... 2 MINGGU LOH 2 MINGGUUUUU,minggu packing alas overload minggu loh mingguuuuu,negative
"Mantap, gk pernah kecewa belanja disini. Figure sesuai foto. Kawaii banget Nezuko-chan Wangy wangyyy. Hehe becanda om ??",mantap gk kecewa belanja figure sesuai foto kawaii banget nezukochan wangy wangyyy hehe becanda om,positive
Nyaman dipakai ?. Kualitas bahan bagus ??. Bahannya adem.,nyaman pakai kualitas bahan bagus bahan adem,positive
makasih gun barang nya udh sampai sesuai pesanan..,makasih gun barang udh sesuai pesan,positive
"bisa hidup, tapi ga bisa ngecharge, di biarkan seharian batetai tidak terisi, berharap banyak sama alat ini, supaya stick nya anak anak bisa terpakai 2-2 nya",hidup ngecharge biar hari batetai isi harap alat stick anak anak pakai 22,negative
kesekian kalinya pesen ini produk..sangat bagus untuk membantu proses diet..dan pengiriman sangat cepat.,sekian kali sen produksangat bagus bantu proses dietdan kirim cepat,positive
"puas , cuma untuk kemasanya kurang aman ya karna tidak pakai bublewrap , pake map coklat gitu , mapnya sobek ujung nya untung bukunya aman",puas masa aman karna pakai bublewrap pake map coklat gitu map sobek ujung untung buku aman,positive
Hasilnya tahan lama. Hasilnya matte. Nggak cepat pudar. Packaging aman ??. Proses pesanan cepat.,hasil tahan hasil matte cepat pudar packaging aman proses pesan cepat,positive
"roll diambil 1/4. Nampak dari potongan sudah mencong mencong. Jualan yang benar, jangan hanya ingin untungnya saja",roll ambil 14 nampak potong mencong mencong jual untung,negative
sama sekali gk bisa dpake asli nyesel,gk dpake asli nyesel,negative
"kecewa nih beda bentuknya sama yg mini mochi produksi sebelumnya, jd sempit n kurang cantik yg baru",kecewa beda bentuk mini mochi produksi jd sempit cantik,negative
"pesan yg eyeliner putih yg dateng malah yg itemmm, hmmmmm, tolong lebih teliti",pesan eyeliner putih dateng itemmm hmmmmm teliti,negative
"Sudah dibuka, dicoba pasang, kuat nempelnya, kunciannya jg stabil, bongkar pasang hp nya gampang. Penjual jg responsif",buka coba pasang kuat nempelnya kunci jg stabil bongkar pasang hp gampang jual jg responsif,positive
ga sesuai permintaan...udh jelas2 dikasi keterangan orderannya dan di chat biar inget eeh...malah barang yg datang warna tdk sesuai dengan jumlah warna yg diinginkan. pengen cepet ngirim aja ini lapaknya. klo ga punya stok jgn di approve.,sesuai permintaanudh jelas2 kasi terang order chat biar inget eehmalah barang warna tdk sesuai warna ken cepet ngirim lapak klo stok jgn approve,negative
baru dipake eh lampunya sudah mati. sedih dah,dipake eh lampu mati sedih dah,negative
barang error 1,barang error,negative
"BARANG TIDAK SAMPAI KARENA BROKEN!!!! PROSES LAMAAA!!!! DARI TANGGAL 10 APRIL BELI, BROKEN TGL 18 APR. SAMPAI TGL 24 APRIL HARI INI MASIH BELUM ADA PRODUK DATANG DAN UANG BELUM KEMBALI. BURUK SEKALI PELAYANANNYA!!!!",barang broken proses lamaaa tanggal 10 april beli broken tgl 18 apr tgl 24 april produk uang buruk layan,negative
kecewa.. beli nya 3 pcs tetapi yang datang hanya 2 pcs,kecewa beli pcs pcs,negative
"beli baru, tapi kok kacamatanya kotor dan usang...",beli kacamata kotor usang,negative
Barangnya ga ada,barang,negative
"barangnya mantap, berkualitas, kokoh, bergaransi, seller ramah, pokoknya mantap banget",barang mantap kualitas kokoh garansi seller ramah pokok mantap banget,positive
ini kok belum di ulas sih kan saya mintanya tumbuk halus bener2 parah...... !!,ulas minta tumbuk halus bener2 parah,negative
packing pengiriman kurang aman hanya dilapisi plastik tipis sehingga dpt menyebabkan kerusakan pada produk. dan produk yg saya terima mengalami lekukan pada tutup dan menimbulkan bercak sehingga tidak bisa menutup rapat. sehingga untuk ke depan mohon dapat memberikan packing yg lbh aman. Agar penjual dan konsumen sama2 nyaman,packing kirim aman lapis plastik tipis dpt sebab rusa produk produk terima alami leku tutup timbul bercak tutup rapat mohon packing lbh aman jual konsumen sama2 nyaman,negative
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",wae keren alat asa rajin rokok matap seler ramah pros cepat kirim cepat,positive
"Beli 3 tapi ada satu barang yang rusak, malah disuruh benerin sendiri",beli barang rusak suruh benerin,negative
"Kualitas karung kurang bagus, pengiriman lama.",kualitas karung bagus kirim,negative
Barang tidak sesuai dengan pesanan,barang sesuai pesan,negative
Tidak menerawang. Nyaman dipakai. Mudah dibentuk. Modelnya cantik ??. Bahannya adem. Jahitan rapi. Warnanya cantik ??.,terawang nyaman pakai mudah bentuk model cantik bahan adem jahit rapi warna cantik,positive
"Expirednya bulan 6 sekarang bulan 9 coba dikonfirmasi dulu habis kek gitu ga malu kah toko resmi, ambil pahalanya aja malas ongkir bolak balik??????",expirednya coba konfirmasi habis kek gitu malu toko resmi ambil pahala malas ongkir bolak,negative
Mantap sangat bermanfaat,mantap manfaat,positive
"Saya puas dengan kacamatanya. Lagi pikir kalau pakai kaca asli ok tidak. Harganya memang sedikit lebih mahal dibanding yg lain, tapi so far kualitas bagus. Ringan pula. Enak dipakai.",puas kacamata pikir pakai kaca asli harga mahal banding so far kualitas bagus ringan enak pakai,positive
"meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, trus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan utk menggunakan asuransi dr tokopedia, dgn proses yg ribet harus ada bukti pemusnahan barang jg, pas sy lihat lagi ulasan2 ternyata banyak juga yg dapet mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yg jujur, kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur, tolong tokopedia lebih selektif terhadap toko yg seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali, semoga ga ada lagi customer yg tertipu seperti saya",meja laptop buka kardus pecah ujung retak bagi trus meja hijau kusam barang bekas pakai seller komplain tolak tukar barang alas bukti arah utk asuransi tokopedia proses ribet bukti musnah barang jg pas sy lihat ulasan2 dapet meja pecah rusak kecewa saran jual jujur kl jual barang bekas ex display bilang tulis deskripsi jujur tokopedia selektif toko packing barang kes asal2an pakai kardus tipis pakai bubble wrap moga customer tipu,negative
"ga sesuai pesan adult dikirim kitten, kaleng pd penyok..diretur mahalan ongkirnya",sesuai pesan adult kirim kitten kaleng pd penyokdiretur mahal ongkirnya,negative
"Barang sudah diterima, dan kualitas brg tidak mengecewakan...... mantap abis",barang terima kualitas brg kecewa mantap abis,positive
ini buat kado loh. masa dusnya hancur seperti ini.,kado loh dus hancur,negative
"As always gapernah gagal belanja sini, thanks ggs",as always gapernah gagal belanja thanks ggs,positive
Ukuran sesuai. Nyaman dipakai si kecil. Bahannya tebal. Jahitannya rapi. Modelnya kekinian. Packaging-nya rapi. Proses pesanan cepat. Packaging aman ??.,ukur sesuai nyaman pakai si bahan tebal jahit rapi model kini packagingnya rapi proses pesan cepat packaging aman,positive
mantaaappp biasanya langganan,mantaaappp langgan,positive
bagus bangettt bahan lumayan teball sukaa padahal murahh tapi kualitas lumayan lahhh tapiii sukaaaa,bagus bangettt bahan lumayan teball sukaa murahh kualitas lumayan lahhh tapiii sukaaaa,positive
pengepakannya kurang saveti sehingga barang di terima dalam keadaan rusak (pecah dan retak) jd tidak mungkin bisa terpakai.,epak saveti barang terima rusak pecah retak jd pakai,negative
Mantap barang sesuai pesanan,mantap barang sesuai pesan,positive
seharusnya cute...tapi sayangnya....ada noda noda kuning di beauty blendernya....,cutetapi sayangnyaada noda noda kuning beauty blender,negative
"lambreta. lamaa banget. ga rekomen. mending beli di store lain. officialny parah layanannya. senin malam order, rabu sore baru sampai",lambreta lamaa banget rekomen mending beli store officialny parah layan senin malam order rabu sore,negative
"Barangnya original ??. Kemasan disegel. tapi kok gk ad buku garansi'y, sma anti gores, & sofkesWarna sesuai pesanan.",barang original kemas segel gk ad buku garansiy sma anti gores sofkeswarna sesuai pesan,positive
udah dateng... proses cepet... thankyouu...,udah dateng proses cepet thankyouu,positive
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",terima packingnya rapi bahan lembut enak dipake kurir ramah mkshpotongannya rapi,positive
"puas, pengiriman cepat, barang datang tanpa cacat, pengemasan bagus trmksh",puas kirim cepat barang cacat emas bagus trmksh,positive
mending jangan di beli habisin duit lagi lengket sama sekali,mending beli habisin duit lengket,negative
Kualitas bahan bagus ??. Jahitannya rapi. Warnanya cantik ??. Model Celananya cantik ??. Nyaman dipakai ?. Bahan menyerap keringat. Ukuran sesuai. Tidak menerawang. Bahannya adem. Bahannya lembut. udh punya warna navy dan dark grey. pengen lagi warna lain. Bagus pake banget.,kualitas bahan bagus jahit rapi warna cantik model celana cantik nyaman pakai bahan serap keringat ukur sesuai terawang bahan adem bahan lembut udh warna navy dark grey ken warna bagus pake banget,positive
"mon maap, pemesanan ke-2 ini rasanya beda dg pemesanan pertama yg luar biasa enaknya. yg ini lebih pahit drpd sblmnya. lagipula pada pemesanan ini saya menemukan rambut di dalam kopinya :( mohon dijaga kualitas dan rasanya meski bnyk pesanan ya. tks.",mon maap mesan ke2 beda dg mesan enak pahit drpd sblmnya lagipula mesan temu rambut kopi mohon jaga kualitas bnyk pesan tks,negative
"respon toko cepat dan pengiriman lancar, barang dikemas dengan aman, mantap thanks.",respon toko cepat kirim lancar barang kemas aman mantap thanks,positive
"dicharge lampu tidak nyala, sama sekali tidak bisa dipakai mau dikembalikan berat di ongkir HARUSNYA SEBELUM DIKIRIM DITES DULU, TOH PACKAGINYA TIDAK ADA SEGEL DITES DULU BOLEH KAYAKNYA SAYANGNYA BINTANG MINIMAL 1 NOT RECOMMEND",dicharge lampu nyala pakai kembali berat ongkir kirim tes packaginya segel tes kayak sayang bintang minimal not recommend,negative
Kualitas bahan mantap ??.,kualitas bahan mantap,positive
"Barangnya saya terima dalam keadaan pecah di bagian sudut, padahal posisi itu dilapis gabus pelindungnya loh.. Jadi saya berasumsi kalau barangnya memang sudah pecah dari sebelum dikirim, bukan saat ekspedisi. Sayang lupa videokan saat unboxing.",barang terima pecah sudut posisi lap gabus lindung loh asumsi barang pecah kirim ekspedisi sayang lupa video unboxing,negative
"barang sudah sampai tujuan , hanya saja sebelum dikirim mohon perhatikan barangnya terlebih dahulu.",barang tuju kirim mohon perhati barang,negative
saya tidak terima barangnya sama sekali. padahal gojek instan. entah salah gojek apa toko. yang jelas saya udah komplain tapi by sistem diubah akhirnya dana diteruskan ke penjual. ANEH!! setelah dibantu tokopedia care akhirnya ketahuan salah kirim ke rumah orang lain. dan masih dalam proses pengecekan.,terima barang gojek instan salah gojek toko udah komplain by sistem ubah dana terus jual aneh bantu tokopedia care tahu salah kirim rumah orang proses kece,negative
"Gueeeercep pol! nanya2 di jam 9, jam 10 transaksi, jam 12 barang udah sampe dari tangerang ke sudirman. packing terbukti aman karena saat pengiriman terjadi hujan (instant courier), pas unboxing isi paket tetap kering! sukses terus gan! recsel!",gueeeercep pol nanya2 jam jam 10 transaksi jam 12 barang udah sampe tangerang sudirman packing bukti aman kirim hujan instant courier pas unboxing isi paket kering sukses gan recsel,positive
"jelek, yg pasti jauh dari ori. mousepad jd ga bs dipakai kl di charger, jd getar parah. barang ga sesui foto, kayak barang lapak sebelah yg harga 80rban. padahal sebelumnya pernah beli disini dan bagus,persis spt foto yg ada indikator di ujung charger. makanya order disini lg walaupun sedikit mahal ternyata barangnya tdk sama dgn order sebelumnya",jelek ori mousepad jd bs pakai kl charger jd getar parah barang sesui foto kayak barang lapak belah harga 80rban beli baguspersis spt foto indikator ujung charger order lg mahal barang tdk order,negative
"Toko yang tidak rekomended. Pelayanan pengiriman tidak sesuai kenyataan yg tertulis di deskripsi. Dan terdapat barang yg kurang malah tidak di kirim, lebih memilih kembalikan dana pembeli.",toko rekomended layan kirim sesuai nyata tulis deskripsi barang kirim pilih kembali dana beli,negative
"Barang bagus, tapi estimasi tiba dilokasi tidak sesuai di aplikasi. Semoga pelayanannya dapat ditingkatkan",barang bagus estimasi lokasi sesuai aplikasi moga layan tingkat,negative
"harganya murce bgt, drpd jajan yg enggak enggak mending jajan emas untuk ditabung. seller gercep, dekat dr rumah jd kayanya bakalan langganan ini. terima kasih",harga murce bgt drpd jajan mending jajan emas tabung seller gercep rumah jd kaya langgan terima kasih,positive
mousenya kurang responsif. jd harus teken agak kuat,mousenya responsif jd teken kuat,negative
Warna sesuai pic Cantik,warna sesuai pic cantik,positive
"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",alhamdulillah produk bantu bersih wc pakai sikat berisik kerak tinggal sikat kotor ganti cooger sikat toilet bahan karet bantu bersih wc segala bangun anak bayi berisik bunyi sikat bersih toilet ember mandi bersih diselasela duduk wc jangkau sikat toilet konvensional tips tempel dinding keramik kamar mandi bersih lap keringtisu kering hair dryerkorek api bagi tempel rekat tempel pasang lindung kaca layar hp keluar udara dalam tempel atasbagian gantung duluan gosok2 pakai jarikuku udara dalam udara dalam rekat cooger emang sesuai slogan rekomended,positive
barang tidak sesuai dgn pesanan.. pesanan IMO z7 yg di kirim merk Huangmi... ??,barang sesuai pesan pesan imo z7 kirim merk huangmi,negative
sedih liat analog kirinya . akan lebih baik apabila di kirim kaya analog kanan,sedih liat analog kiri kirim kaya analog kanan,negative
"Kualitas bahan mantap ??. Berfungsi dengan baik. pengiriman cepat, respon cepat, Paking Rapi, Dijamin Termurah.",kualitas bahan mantap fungsi kirim cepat respon cepat paking rapi jamin murah,positive
2x pembelian awal ga ada masalah dan puas. tapi pembelian terakhir ini mengecewakan. ntah mau irit packaging atau karena alasan apa untuk pembelian rasa tiramisu sudah tidak berkardus. mungkin udah mulai dijual ketengan.,2x beli puas beli kecewa ntah irit packaging alas beli tiramisu kardus udah jual keteng,negative
"Kualitas barangnya bagus banget, gampang dipasang, dan berfungsi dg baik. Packing aman. Very recommended!",kualitas barang bagus banget gampang pasang fungsi dg packing aman very recommended,positive
Proses pesanan cepat. Packaging rapi.,proses pesan cepat packaging rapi,positive
"Selalu suka dengan sabun ini, enak dan segar� apagi dipakai setelah olahraga",suka sabun enak segar apagi pakai olahraga,positive
"Kualitas bagus, pengirman cepat, dan pelayanan cukup baik. Terima kasih",kualitas bagus pengirman cepat layan terima kasih,positive
SABUN NYAAA SETELAH DI PAKEE MINT NYA KERASAA BANGETTT ENK SIH HABIS MANDI KYK DINGIN GITU,sabun nyaaa pakee mint kerasaa bangettt enk habis mandi kyk dingin gitu,positive
"Yg bikin kecewa pesen 6 items yg nyampe cuma satu. Masih saya tunggu kekurangan barangnya UNO STACKO KAYU, uno card 2pcs dan werewolf 2pcs. Kalau tidak tolong refund aja uangnya.",bikin kecewa sen items nyampe tunggu kurang barang uno stacko kayu uno card 2pcs werewolf 2pcs refund uang,negative
kecil tipis dan kualitas jahit buruk,tipis kualitas jahit buruk,negative
"tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, Saya beli 2 tetapi lampu Mati satu dan tidak lengkap",recommend banget layan ngk bagus sesuai foto beli lampu mati lengkap,negative
Lacinya sering macet tidak terbuka otomatis,laci macet buka otomatis,negative
"pengirimannya cepet, tapi barangnya tidak sesuai ekspektasi",kirim cepet barang sesuai ekspektasi,negative
"Review jujur ya, Port untuk kontroler player 1 nya nggak berfungsi, sudah coba tanya ke seller but No respon. Sudah coba Reset colok cabut dan pindah2in kontroler tp tetap nggak berfungsi. Thanks",review jujur port kontroler player fungsi coba seller but no respon coba reset colok cabut pindah2in kontroler tp fungsi thanks,negative
"packing sangat kacau, hanya bubble wrap tipis sehingga koper rusak",packing kacau bubble wrap tipis koper rusak,negative
Proses packing lambat,proses packing lambat,negative
"pengiriman oke, produk datang dalam kondisi baik, jumlah benar tetapi warna salah :( gapapa makasih yaa",kirim oke produk kondisi warna salah gapapa makasih yaa,positive
sebelah tidak bisa diputar.,belah putar,negative
"celana yang datang tidak sesuai dengan gambar, di gambar motif kotak-kotak, yang datang polosan semua,",celana sesuai gambar gambar motif kotakkotak polos,negative
Tidak suka dengan respon yg tidak bagus banget,suka respon bagus banget,negative
mantul gan u kembang api roman 8shot nya ssuai diskripsi nya.. pengiriman nya juga cpt..maaf telat ulas nya ya gan barng uda di coba mantap..tks ya gan sukses selalu,mantul gan kembang api roman 8shot ssuai skripsi kirim cptmaaf telat ulas gan barng uda coba mantaptks gan sukses,positive
"Lehernya patah, seller nya ga bisa ganti rugi. Gatau di cek dulu apa ngga sebelum di kirim",leher patah seller ganti rugi gatau cek ngga kirim,negative
"barang datang dalam keadaan dilipat, padahal ada catatan barang digulung, jangan dilipat",barang lipat catat barang gulung lipat,negative
Hand sanitizernya oke banget. Wanginya enak & bikin tangan jadi halus abis dipakai. Semoga pas kulitku lagi sensitif ga bikin sakit ??,hand sanitizernya oke banget wangi enak bikin tangan halus abis pakai moga pas kulit sensitif bikin sakit,positive
Bagus packing dan barangnya,bagus packing barang,positive
Proses cepat produk berfungsi dgn baik,proses cepat produk fungsi,positive
1 nunchuck nya ga berfungsi..mohon diperhatikan kembli barang yg dikirimkan..agar pelanggan tdk kecewa,nunchuck berfungsimohon perhati kembli barang dikirimkanagar langgan tdk kecewa,negative
sudah sampai tapi tutupnya pecah ????,tutup pecah,negative
banyak masker yg jahitan/lemnya lepas,masker jahitanlemnya lepas,negative
Pesan nut slider 4 kenapa cuma datang 2?,pesan nut slider,negative
"alhmdllh pkt ny dah smpe..ank2 seneng bgt klu Makan sama sarden ABC..makasi seller,Tokopedia.",alhmdllh pkt ny dah smpeank2 neng bgt klu makan sarden abcmakasi sellertokopedia,positive
"bagus barangnya,cepet nyampeknya ????",bagus barangnyacepet nyampeknya,positive
"dabest lah pokokmya, pengiriman ke lampung cuma 3 hari. prosesnya jg gercep banget! Puas teruuuus, ngga pernah kecewa sm original source dari dulu, mantap??",dabest pokokmya kirim lampung proses jg gercep banget puas teruuuus ngga kecewa sm original source mantap,positive
mantap??????????,mantap,positive
"Pembelian kedua, sayang kabel ga sesuai, jadi beli kabel dulu. Tapi produk masih ok, berfungsi dengan baik. Terima kasih.",beli sayang kabel sesuai beli kabel produk fungsi terima kasih,positive
"Pesan 4 dikasih AR colouring book nya cuma 1 dan 1 lg diganti ludo, pengemasan paket sangat buruk hadiahnya di tekuk2?????",pesan kasih ar colouring book lg ganti ludo emas paket buruk hadiah tekuk2,negative
bahan bagus,bahan bagus,positive
