content,label
"produk sih bagus, hanya seller tidak teliti mbaca pesanan, salah ukurannya, jadinya saya yang susah",Negative
Rapi dan enak dipakai,Positive
tidak sesuai dengan gambar,Negative
bagus dan tahan lama banget,Positive
"TOKO TERBODOH YANG PERNAH ADA! 1. Packing ancur, tidak di packing sama sekali barang rusak. 2. Pesanan tidak sesuai. 3. Tujuan saya membeli di toko bodoh ini adalah membeli USB mini Fan, sebelum order tanya apakah barang ini ready? Toko menjawab ready. Hasilnya paket sampe di rumah di selipin uang refund USB mini Fan tersebut. Klk barang KOSONG cancel aja Tolol. SAYA HARAP PARA CUSTOMER BERPIKIR BERKALI KALI UNTUK BELANJA DI TOKO TOLOL INI. Dari pada kecewa setelah membeli nya. Terimakasih.",Negative
sweater nya lumayan. hanya ada sedikit miskomunikasi. Tapi ya sudahlah... Terimakasih ya...,Positive
Barangnya baret dan gak mulus,Negative
"Puas sekali dengan seller tineco. Sangat fast response, barang yg dikirimkan jg dengan quality baik. Proper :)",Positive
BAGUS BANGETT MAKASII DPT HADIAH DR TOKPEDDDDDTidak menerawang. Ukuran sesuai. Ringan dipakai. Warnanya bagus ??. Bahan menyerap keringat. Jahitannya rapi.,Positive
"Udah di notes, jangan pake solatip/lakban kaleng nya jadi rusak krn nempel2 bekas selotipnya jd gak enak di pegang nya pas nyemprot belajar dr request costumerlah",Negative
Produk sesuai deskripsi penjual. Penjual komunikatif dan cekatan. Semoga tidak ada kendala saat pemakaian. Thanks seller!,Positive
"barang gajelas lama sampai, kotak penyok�",Negative
terima kasih...brang bagus harga murah cepet lagi cod lagi...siip ????,Positive
udah tambah buble wrap 5 tetap aja tipis packingan nya..,Negative
packingnya kurang memuaskan,Negative
proses pengiriman sangat mengecewakan,Negative
Mantaaappp�.????????????????????????????????????,Positive
Ukuran sesuai. Bahannya tebal. Packaging-nya rapi. Respon penjualnya top.,Positive
"komik asli, pengemasan tebal diisi bubble wrap, pengiriman cepat ??",Positive
Orderan sesuai dan packing juga aman.,Positive
mksshhh pelangganku syuukkkaaaa,Positive
"datang dlm keadaan gagang bengkok & pecah. gak niat banget packingnya. minimal digulung pakai kardus bekas lah biar gak rusak produknya. belanja di official store kok seperti belanja di toko biasa. gak sempat difoto, barang langsung dibuang masuk tempat sampah. sebagus apapun produk yg dibuat, kalau pengiriman dan packing tidak aman, tdk ada gunanya.",Negative
barang sudah sampai beberapa hari tapi baru hari ini sempat dibuka dan mau dipakai ternyata ada jahitan di dalam yg terbuka...Negative quality control,Negative
"Packing bagus, reson penjual cepat, baterai sudah dicoba berfungsi normal. Hanya saja tadi waktu buat ngerekam video sempat tiba-tiba ngedrop, auto kamera mati. Sekarang baru dicas, semoga nanti normal lagi.",Positive
"Ga mungkin barang baru. Jijik liatnya ada kaya kotoran cair, dan ini pun baru keluar dari bungkusan. Buang.",Negative
"barangnya sudah sampai, cepet banget. recommended lah. tengkyuuu",Positive
"Respon dan pengiriman cepat. Packing rapi, recommended seller...",Positive
"bahannya bagus , jahitan rapi , tebal tdk menerawang, udah 3x beli di toko ini dan hasilnya memuaskan ,respon penjual cepat dan kiriman jg cepat",Positive
"mantap, sesuai deskripsi dan gambar",Positive
ngirim barang kurang teliti,Negative
Respon penjualnya top Packaging aman ?? Proses pesanan cepat Kualitas bahan bagus,Positive
Tidak berfungsi dengan baik,Negative
"Selucu itu, dapet free photocard juga dongggggggggggg ?????? happy ??",Positive
Material Produk Bagus. Kualitas Produk Bagus. Ukuran Produk Sesuai. Produk Original.,Positive
"Produk mantap, sesuai deskripsi dan foto, seller garcep, tokopedia terbaik ????Mampir-mampir ke lapak kita juga ya gaes untuk produk BAGUS dengan harga SPESIAL lainnya ??",Positive
"pembelian kedua, puas dengan barangnya. produk all in one. suka sekali dengan produk ini, recommended untuk anabul ????",Positive
tas nya kurang bagus .. how how,Negative
"Yeay paketan sudah sampe lama, tapi baru sempet review, semoga dipakenya nyaman dan enak, karena belum sempet dibuka",Positive
"Barang dan pengiriman sesuai...Suara alarm kurang begitu kenceng. Alarm clock agak mengarah keatas, jd display pd jam hanya akan terlihat lbh jelas bila posisi mata Qta lbh tinggi dr posisi jam.",Positive
"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong",Negative
Celananya sudah dicuci dan dipake ma anakku. Dan puas banget ma produknya. Walopun harganya murah tapi tetep oke koq produknya jahitannya juga rapi. Bahannya memang random dan ga bisa milih tapi masih sepadan banget ma harganya. Pengirimannya juga cukup cepat. Thanks Seller ??.,Positive
gasuka warnanya:(,Negative
"Pelayanan toko sangat buruk, saya order laptop disini, dan setelah barangnya sampai, laptop nya ga mau nyala.. habis itu saya berusaha minta solusi dari seller, awalnya seller masih mau respon seadanya ( tidak menawarkan solusi dan sangat lamban.) lalu karena mikir respondnya lama banget, terpaksa saya ajukan komplain . tapi setelah di komplain, seller ga pernah jawab diskusi ataupun respon kendalanya.. saya dicuekin selama 8 hari, sampai jangka waktu habis dan dana di refund. kalau ada yg baca ulasan saya. saya anjurkan utk order di toko lain. jangan tergoda sama tittle official store, nyata nya pelayanan toko ga lebih baik dari merchant biasa. harga juga ga lebih murah.",Negative
"kunci bagian depan kendur alias tidak kencang, dan respon seller sangat tidak memuaskan...",Negative
BARANG LAMA SEKALI SAMPAINYA!!!,Negative
respon penjual cepat dan ramah,Positive
"Respon seller cepat, proses & pengiriman cepat. Model & bahan OK, cuma kualitas jahitannya ?!! silahkan lihat gambar deh, banyak kerutan� di jahitan pundak lengan & kerah. Jadi bingung mau pake bajunya, gk dipake mubazir, dipake ya malu juga. Mohon jadi perhatian bagi seller. Terima kasih.",Negative
"jelek, panjang dan lebar gak rata, akhirnya bukan terlihat bagus malah terlihat jelek, akhirnya saya copot",Negative
"Kecewa , malah bikin body mobil jd kusam setelah di pakai , mobil malah jd ga kinclong lg",Negative
expirednya bentar lagi ??,Negative
barang bagus kualitas oke,Positive
"respon cepat, sayang lensa macro nya ada baret, masih dimaklumi lah karena murah, tp berharap kualitas barang bisa lebih baik",Negative
sesuai yang dipesan. Terima kasih,Positive
"Tko libur ga ad pmbritahuannya pdhl aq psn sblm tgl merah,chat dibls cm stu kta slma 1x24 jam,hmpir sja kulaporin ke pusat bantuan",Negative
"oke banget barang lembut ,anti bakteri barang premium..enak dipake deh..saya udah 2 beli sekali beli 6...murah tapi gak murahan..yakin",Positive
"Brang dtg warna nya sesuai pesanan, tp karatan, dan kotor",Negative
"barang sesuai keinginan, thx toko pedia.",Positive
Harganya terjangkau. Koneksi Android lancar.,Positive
"Baru mau di pake, clipnya copot",Negative
Barangnya bagus sesuai deskripsi ????????????,Positive
Gak sesuai yg di pesannya merk apa malah yg di kirim nya dompet ginian Sdh gitu rugi banyak pas di retur gak di ganti ongkir nya,Negative
Baru pake sekali per nya lepas2 terus ampas,Negative
Barang tidak di dobel bungkus dengan plastik atau bubble wrap sehingga hancur saat diterima. Beruntung isinya masih lengkap. Namun besi nya penyok,Negative
Efektif membunuh hama. Barang sesuai deskripsi. Packaging aman dan bagus.,Positive
"tidak sesuai dengan yg dipesan, harusnya hitam 1, merah 1, pengiriman lama.",Negative
barang tidak bisa di atur echo. sudah di putar tpi tetep tidak ada effect. tombol joga tidak bisa di pencet. pokoknya mengecewakan.,Negative
"1 ga bisa nyala, 1 mati2 suaranya",Negative
kualitas aroma tidak sesuai ekspektasi,Negative
"Beli 8 isi ulang sama 2 pulpen, yg dikirim cuma 6 isi ulang sama 2 pulpen. Kalo jualan yang teliti dan jujur dong gan. Sayangnya saya gak video in saat unboxing jadi kalo komplain gak ada buktinya. Rugi 20ribu ya udah lah diiklasin aja, smoga dijadikan plajaran untuk jadi pembeli yang pintar",Negative
fast response sponge nya juga bagus satu sisinya kasar Material Produk Bagus.,Positive
saya mesan dua malah dikirim cuma satu,Negative
"Fast response, produk juga dikirim balik oke banget ????",Positive
sedikit masukan klw utk buble warp agar bagian dalam juga di bungkus jika ada pemesanan brg yg dibungkus bersamaan dgn lampun yg mudah pecah. terima kasih????,Negative
BARANG TIDAK DATANG DANA GK KEMBALI,Negative
"barang ok,tetapi batrai bocor parah,tdk ada niat memberi batrai yg baru.stiap x maen ga ada 1/2 jam lngsng habis.di cas jg lampu slalu merah.",Negative
Barangnya buat kado sih bagus yg terima keliatan happy :) Kualitas Product Bagus Harga terjangkau! Recomended,Positive
"produk bagus, kualitas OK, kuat, dan pengiriman cepat, packing aman",Positive
"Bagus, sesuai ekspektasi.",Positive
Waktu datang plastiknya sudah sobek dan akhirnya bukunya kotor. Tolong lain kali di cek lagi sebelum dikirim...,Negative
"barang dikirim tidak lengkap, sayangnya waktu unboxing tidak divideokan krn beranggapan belanja di seller besar tidak akan mengecewakan, waktu dichat ke seller diinfo akan difollow up oleh timnya, tp ternyata tidak ada tindak lanjutnya, seller besar tidak jaminan memuaskan",Negative
"Kali ini kecewa & kurang puas beli mukena dsini, packing standar, banyak noda kotor di bawahan mukena, bagian atasan mukena bnyak benang keluar jd kurang rapih, bahan seperti panas karna kasar bahan�y, warna pink�y tidak soft seperti gambar (maaf) pink�y seperti warna taplak meja hajatan, selera sih klo sya ga suka, beli saat flash sale, ukr sih besar cukup untuk orang bb 70kg.",Negative
"Gak rapih bgt dalemnya, kayak gak di QC atau ntah karena diskon jadi barang yang agak rusak. Cukup kecewa sih",Negative
"Udah bbrp kali beli disini (di app ijo & oren), puas dgn barangnya. Hanya saja di pembelian terakhir ini, kecewa sih. Saya beli Oyster Cement, dengan asumsi warnanya abu muda seperti Dove Grey Cement, hanya saja lebih mulus teksturnya (sprti di katalog). Sudah saya cari referensi foto2 ulasan juga blm menemukan foto realnya. Jadi saya order saja. Ternyata pas datang, hasilnya jauh lebih kuning dari bayangan. Lalu saya bandingkan dengan Dove Grey Cement saya dari pembelian sebelumnya, tnyata beda banget (photo attached). Mgkn lain kali Seller kalo foto produknya, disetting dulu lighting/white balancenya supaya akurat & netral warnanya antar produk. Seller jg kurang komunikatif, sblmnya pernah minta foto produknya yg lebih jelas / zoom in, tidak diberikan. Bagi customer selanjutnya, pls note Oyster Cement sprti ini ya. Plus point: packing rapi & pengiriman cepat",Negative
"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya udah utk pelajaran aja utk yg mau beli",Negative
makasih.... penjual responsif... barang diterima dengan aman... semoga awet,Positive
"Harga terjangkau!. Recomended. Warna sesuai. pengiriman cepat, bener2 blackout, tambah sukses tokonya, saya sudah pesan satu lagi buat disebelahnya ??????",Positive
sudah langganan beli mini gold disini ??,Positive
Barangnya original. Ada garansi resmi. Suaranya jernih. Desainnya modern. Nyaman dipakai lama. Koneksi bluetooth kuat. Material premium. Baterai tahan lama. Noise cancellation mantap. Kabelnya kuat. Bass-nya mantap. Suaranya gurih. Harganya terjangkau. Value for money. Koneksi ke Apple Lancar. Koneksi Android lancar. Suaranya bersih. Nggak kresek-kresek. Penjualnya ramah banget. Proses pesanan cepat.,Positive
"tripodnya berkualitas. Produk sesuai deskripsi. packingnya aman ??. cuma sayang,gak tau kenapa bagian tengahnya gak bisa di pasang,gak ngait di aluminiumnya malah lepas terus gak bisa nahan beban hp..paling bs di lem dlu bru di pakai..thank's tokopedia dan toko yg terkait..smga lancar usahanya..?? overall bgs..",Positive
Brang bagus. Kbel bisa cuma kalo di pake panas di pegangan lampunnya,Positive
mantap datang lengkap sesuai dengan orderan saya. dan saya puas belanja disini selama dapat cashback gede ??,Positive
Puas dan gercep banget seller nya. Pesan dua kartu dan dua duanya berfungsi dengan aman. Terima kasih.,Positive
bahannya tipis bgt. dipake panas sablonan juga jelek.,Negative
jangan beli produk di sini. tidak beres agen nya,Negative
bagian tombol ada kempot parah. pabrikan tidak jaga mutu,Negative
"Respon cepat, barang original terbaik recomended packing baik. Sukses selalu ya",Positive
Kualitas kaos kakinya bagus dan tebal.,Positive
"sesuai, ada kendala awalnya, tapi terselesaikan dengan cepat dan tanpa repot",Positive
beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,Negative
"Payah, pesen beda warna tp malah datang satu warna. Padahal sudah di beri keterangan,.",Negative
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Positive
"mantap, barang cepat sampai dan murah",Positive
Respon jelek,Negative
MANTAPPPPP,Positive
Barang bagus sesuai expectasi. Nih order lagi. Keep up the best quality and service.,Positive
Kotak tidak dapat dirakit. Bahan terlalu tipis. Dan ada bagian yang patah ketika diterima krn packing tdk baik. Saya tdk komplain krn unt un boxing barang murah hanya wasting time. Bulan ini saya belanja 20 item. Tiap barang un boxing waduh repot.,Negative
"pengemasan lama,. pengiriman lama sekali bangett... pelayanan buruk, admin burukk. barang penyokk ..",Negative
"karungnya banyak yg bolong2, ga sesuai pesanan",Negative
Ukuran sesuai. Modelnya cantik ??. Bahannya adem. istri suka banget,Positive
Bagus banget,Positive
pengiriman tiba sesuai jadwal. barang sudah saya coba dan berfungsi dengan baik. smoga awet ya.,Positive
barangku kapan datang ? gua uda lama nunggu . males gua beli lagi,Negative
Mudah digunakan. Suara yang dihasilkan jernih. Produk berfungsi dengan baik.,Positive
"ukurannya sesuai anak saya, bahannya bagus, anak saya suka. makasih ya",Positive
"barang kagak sampe,...beneran kagak sampe. gak jelas toko nya apa aplikasinya ini kecewa",Negative
"barang yang di gambar itu sudah saya bereskan ulang . tatakan balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .",Negative
"Seller kurang komunikatif, saya pesan warna biru, tapi dikirim warna pink. dan tanpa pemberitahuan sebelumnya. Karena saya beli untuk kado, jadi tidak utk digunakan sendiri. Mohon kedepannya diperbaiki.",Negative
Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Ukuran sesuai. Warnanya cantik ??. Bahannya lembut. Bahannya adem. Tidak menerawang. Bahan menyerap keringat.,Positive
"Asli samsung, pelayanan sangat baik",Positive
"pengiriman cepat, packing rapi dan aman. barang nya sesuai gambar. maaf gak sempat di foto",Positive
"pesanan sesuai dengan apa yang diharapkan dan tidak mengecewakan. Mengenai barang tidak ada kecacatan sama sekali, pengemasannya sangat rapi Dan kuat, pengirimannya cepat, serta respon penjual cepat dan ramah. semoga sukses selalu, terimakasih.",Positive
"Bagus bgtt, modelny kecil, wrnnya bagus. Sedotannya Kuat",Positive
"baru 2x pake nge-cas, dan rusak",Negative
"brg sesuai realpict, kertasnya tebal, puas belanja di toko ini. terimakasih ??Ukuran Produk Sesuai.",Positive
"agak cacat dikit spongenya, kirain pas nyampe bener2 mulus gak ada cacat nya",Negative
"Barang belum sampai sampai hari ini, Toko Pefia Tolong Reviwe lagi kerjasama dengan kurir Antaraja itu, sangat lelet dan gak bertanggung jawab, barang belum sampai sdh di konfirmasi diterima pemesan hadeeehhh, kurir abal2...lama super lelet",Negative
"terlalu tipis, tali earloop longgar",Negative
"Terlepas dari apapun alasan seller katanya barang sudah keluar kasir atau apalah udah dikirim katanya ,ternyata baru dikirim setelah 2 hari transaksi dilakukan,cukup kecewa dengan pelayanan yg sprti itu karena saya butuh untuk tugas kampus.",Negative
Cantik Banget,Positive
"setelah beberapa lama barang sudah agak rusak, padahal pemakaian jarang",Negative
pengiriman cepat dan packing aman...dapat harga flashsale....,Positive
Recommended seller ????????????,Positive
"barang sampe kardus rusak gini, kata mas yg bawa pas dia terima kardus nya uda gini. kecewa saya uda lama barang yang diterima bgini. dalam nya paas di buka, sanitizernya basah smua tumpah keluar seger kayak ke buka gitu.",Negative
"bahan, model dan warnanya bagus, respon penjual cepat, harga bersaing dengan kompetitor, kemasannya juga bagus",Positive
"Brgnya cpt sampai, packing maxi, trims utk seller..toko recommend",Positive
"Sebenernya kualitas barang nya bagus, build quality oke lah utk barang rekondisi, utk memainkan game tidak ada masalah. Masalahnya barang ini bahasa jepang, dan di keterangan deskripsi tidak dijelaskan, setelah barang sampai saya chat seller, dengan balasan yg slow respon dan jawaban seadanya, dikatakan bahasa tidak bisa diganti. Mohon dituliskan kekurangan2 pada deskripsi, dan lebih fast respon kalau ada pembeli yg complain",Negative
"dalam kondisi mati lampu hijaunya tetap hidup, sampai-sampai batrainya berkurang tampa di pakai",Negative
"terima kasih kak, puas beli voucher tiket disini, recommended seller ??",Positive
"cepet bgt pengiriman ny , cma shari nyampee??, masker ny enak bgt d pake , mudah�an jerawat ku g muncul lgiNyaman di kulit. Proses pesanan cepat.",Positive
barang sampai dengan selamat cuman packing aja yg kurang nambah buble tapi buble nya dikit banget sama aja kaya packing biasa,Negative
Bahannya ternyata panas dan ga nyerap keringat. Yah namanya ada rupa ada harga ??,Negative
ANCUR DAH PELAYANANNYA. GAUSAH KESINI DAH KALO GAK MAU KAPOK,Negative
Barang nya sesuai yang di foto dan ternyata kualitasnya jauh lebih baik di banding yang saya pikirkan,Positive
"buckle/pengaitnya ga kuat, percuma jadi strap",Negative
adminnya kebanyakan bac00t.. lamban bgt.. kecewa banget dehhh,Negative
tidak bisa hidup,Negative
barangnya bagus!! Kualitas Product Bagus. Harga terjangkau!. Recomended.,Positive
Kecewa sih pas dibuka ada bagian yg rusak. entah ketika pengiriman utau memang kondisi bukunya.,Negative
ya cukup puas makasih ??,Positive
pertama kalinya beli barang online kecewa banget barang yang dibeli 20 pcs yang dateng cuma 8 pcs sudah itu ongkirnya lumayan mahal padahal beratnya tidak sesuai,Negative
"kecewa bangett! beli dan lgsg bayar di tanggal 11 Agustus 2021, dan skrg di tanggal 5 September 2021 barang masih belum diterima. melakukan complaint setelah 2 minggu dr tanggal pemesanan krn masih sabar dipikir ada kendala. skrg udh hampir sebulan masih dibilang follow up terus dan tiba2 status pesanan yg tadinya complaint malah selesai. ngga paham jdnya ini gimana penyelesaiannya",Negative
"respon pengiriman sangat lambat.status sengaja dirubah ke pengiriman agar tidak ada batas waktu batal otomatis. tapi barang tidak dikirim-kirim. status berubah jadi pengiriman sampai resi keluar 3 hari, baru kurir berhasil pickup barang. PAYAH....!!!",Negative
tidak terlalu nempel dan susah nempel di dashboard !!,Negative
ini tidak dikirim satupun. dan tidak ada chat apapun dari penjual. sudah dikomplain entah kenapa bisa selesai begitu saja. mengecewakan. padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,Negative
respon lambat,Negative
"saya pesan warna mustard tapi tidak sesuai,",Negative
amit� rasanya ????,Negative
"Dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. Lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an",Negative
"sangat terlalu mahal, kualitas lem sama seperti aibon .",Negative
"seller responsif dlm mengupdate status pesanan, packing produk rapi & essential oilnya benar2 pure dari aromanya",Positive
"produk asli original. suplemen bagus tanpa efek samping, semoga segera berproses utk menambah pigmen rambut. tks",Positive
Sangat kecewa. Baru 4 bulan scroll sudah rusak.,Negative
barang tidak sesuai,Negative
Pengiriman cepat dan buku aman,Positive
"gantungannya sangat tipis dan rentan patah,1 hari pakai sudah rusak",Negative
"mantapp murah thanks kak, thanks abang kurir langsung di Pasang??",Positive
puas banget ????????????????,Positive
pesanan sdh diterima dengan baik,Positive
"dikirimnya lama, plus batrenya cuma 1500mah alias tdk sesuai pic.",Negative
Aroma bikin pusing.,Negative
"Secara barang tidak ada masalah, saya bicara tentang respon penjual yang sangat lambat (saya sampai mengajukan pembatalan SECARA TIBA2 di respon) saran saya tolong responsif dalam penjualan online ini. banyak yang jual sustain keyboard, jadi menurut saya jgn menyepelekan karena toko anda jual sudah banyak. customer butuh kejelasan saat membeli barangnya. Dalam hal ini sya sudah bertanya lebih dari 8x sehari mengenai pengirimannya. saya kecewa dan KAPOK belanja disini.",Negative
"packing sangat kacau, hanya bubble wrap tipis sehingga koper rusak",Negative
Packing good ??,Positive
"Masak barangnya yang di kirim rusak. Gak bisa di gunakan. Dan orangnya gak ngerespon chat saya,dan saya minta ganti gak mau yaudah deh biar Tuhan yang iklaskan",Negative
minta yg biru di kasih toska,Negative
Baru dipake lngsung sobek..bahanya tipis,Negative
"batery remote stick cepet habis, signal remote juga kadang ada kadang tidak ada,,,, apa ada ide agar awet dan signal stabil,?",Negative
Bahan jelek mudah patah ..baru dua x pakai saja sudah patah jarumnya dan pegangannya keras sekali sungguh sangat merepotkaan dan membuta kerja lebih lambat ..lebih baik beli yang agak mahal tapi lebih berkualitas,Negative
Karungnya lbh byk yg rusak(17) drpd yg bagusnya(8)....??????. Ga bs dipakai buat beras lg???,Negative
Barang tidak bisa digunakan dan tidak ada CD Driver nya,Negative
barang diterima dgn kondisi baik. produknya bagus. cocok. dan sudah bbrp kali beli.,Positive
"tolong di perhatikan bagian karet nya, ini kebalik karetnya,, ga sm lurus jahit nya, malah dkirimin brg reject :(",Negative
"good seller, ramah dan proses cepat",Positive
ada halaman yang hilang. masa dari halaman 84 langsung lompat ke halaman 133. mohon di cek kembali setiap halamannya dong kalo sudah dicetak.,Negative
Tiap kali beli barang selalu research dulu. This one bener-bener top dibanding yg lain. Ada harga = ada kualitas. Pernah beli yg 20k dan cepet bgt rusak and slip. Kl yg ini solid and the best. Thanks gan.,Positive
"hisapan lemah, suara sangat bising",Negative
Bagusssss,Positive
Produk original ??. Dijamin Termurah. Nyaman dipakai ??.,Positive
"kualitas barangnya bagus sesuai dengan harapan customer, respon chat jg cepat dan ramah. rekomended seller.. sukses terus lapaknya gan.",Positive
"Moon maaf ya gan, tadi paketnya sy buka ternyata ada 1 bungkus seperti sudah di buka dengan silet/cutter krn sobekannya rapih dari ujung ke ujung dan bungkusnya di posisikan terbalik dan ketika di buka jadi berantakan semua isinya. Saya pesan 3 kg (3 bungkus) yg rusak 1 kg (1 bungkus). Saya sudah sering pesan dan sudah 2 kali kejadian seperti ini. Tp kejadian yg sekarang yg paling parah dan maaf tidak bisa saya toleransi krn menurut saya sudah kelewatan. Dan saya selalu kasih bintang 5 setiap selesai transaksi namun yg skrng ini mohon maaf, saya kasih bintang 1 supaya ada perbaikan di kemudian hari.",Negative
padahal yg diminta dino sama unicorn mlh yg dtg mickey mouse....anak saya kecewa loh mba....,Negative
Ternyata kecil hanya cocok buat anak anak kl buat dewasa kepala besar terlalu nyekek tapi warna bagus sesuai pesanan,Positive
"Bukunya pas dibuka agak kotor gtu, terus ada beberapa penyokan disisi buku :(",Negative
enak banget. bikin ketagihan,Positive
"Pelayanan buruk, pengiriman lama dan respon yang lama. Jangan beli barang disini kalo ga mau kecewa. Cukup sekali ini aja",Negative
"Satu pcs dipakai 1 jam panas, satu lagi tidak bisa fast charging. Dibuang ke tong sampah langsung.",Negative
"barang ok (harga, porsi) terjangkau, untuk rasa enak, pengiriman cepat..good job",Positive
sangat kecewa..barang rejectan di jual..pelayanan sangat buruk..kya ga butuh uang..respon buruk parah.kalo barang ga ada bisa konfirmasi dlu..gak asal kirim yg dibeli apa yg dikirim apa,Negative
"Suaranya bagus, jernih, tapi buat discord kayaknya kurang deh, untuk rekam audio padahal bagus. Worth the price.",Positive
"toko benalu, gk jelas barangnya.. sampah",Negative
"barang sampai dengan selamat, jumlahnya pas, motifnya bener bener random jadi pas untuk dijadiin bingkisan. bahannya tipis tapi bagus ??",Positive
"lampunya berfungsi, nyala lumayan remang-remang, kekuatan batere di jemur seharian cuma 4 jam. Barang yg sampai soket bautnya patah jadi sedikit terbuka.",Negative
"tombol RT tidak berfungsi, mau retur ongkir bolak balik setengah harga stick nya, kecewa aja gk di test dulu sebelum pengiriman.",Negative
"seller responsif, packing aman & pengiriman cepat. sayangnya barang tidak dicek dgn teliti sebelum di kirim ke pembeli sehingga tidak sadar akan ada cacat produk. keinginan saya utk retur barang akan tetapi dikarenakan hari jumat saya harus pakai barangnya maka tidak saya retur",Negative
Buat gonta ganti main sehari2 ga usah beli yg ratusan ribu.. mending buat belanja dapur ?? proses & delivery cepet ???? mantab,Positive
saya udah beli tpi gaak di sertakan . Huh. Bohong,Negative
Drawlernya ga bisa kebuka manual ataupun yg otomatis,Negative
"spidol kualitas bagus, harga termurah dibanding toko lain",Positive
"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????",Positive
Privasi nya gak terjaga pas ngambil nya kan jadi malu ada bacaan celana dalam wanita. kalau yang beginian tolong di jaga privasi udah lah paket nya smlm di titipkan ke orang pula??,Negative
barang telah sampai dengan packaging yg bagus,Positive
"Barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone JBL! Dan penukaran barang butuh 4hari kerja! Sungguh lama",Negative
Lampunya terang. Pas di kepala. Produk yang diterima lengkap.,Positive
"Layanan Seller Sangat JelekTidak ada pemberitahuan di deskripsi Toko atau di deskripsi produk kalau Order diatas Jam 12 di proses besok Karena alasan OVERLOAD Penjual telat memproses order..Konsumen Tidak mungkin memahami kasus overload ? seharusnya kalau overload, produk tidak di munculkan atau toko stop terima orderan..JANGAN KONSUMEN jadi korban overload SellerSaya order dengan ONGKIR REGULER tapi hasilnya sama dengan FREE ONGKIR... ini namanya bentuk penipuan ke konsumenTokopedia sebagai platform harusnya berhati hati dengan seller yang tidak memberikan pelayanan terbaik",Negative
"sesuai pesanan, cuma tempat kartu kurang lebar",Positive
"zooonk, produk ini tdk ada dlm paket yg sy order?? kecewa sm toko ini ??",Negative
"Pesen kopi keluarga 2 botol, yg dikirim cm 1 botol. Penjual dichat tidak ada respon sama sekali. Sangat mengecewakan penjualnya.",Negative
"barang kualitas jelek, kaki patah, banyak pecah sedikit ditekuk pecah dan copot.. blum sempet pake udh tak buang aja",Negative
"barang oke, tapi seller packingnya asal, kemasannya bocor, silica gelnya jadi keluar semua, apa gunanya lagi silica gelnya ? sudah terkena udara. Tida direkomendasikan buat beli disini",Negative
seller jelek ga recommended mending ga usah belanja disini,Negative
"Barang sesuai deskripsi dan tersegel original, pengiriman tepat waktu sesuai janji layanan, mantap Terima kasih banyak",Positive
bagi yang mau beli game pass bagus nih di toko ini. di layani sampai selesai . makasih ngab,Positive
"Gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",Negative
"Kalo malas macking, daftar tokocabang aja bro. Biar konsumen puas, anda pun gak perlu bayar pegawai untuk handle pengemasan barang. Packing kok jelek bgt.",Negative
BANYAKK RUSAKK DAN LECET NYAAAA !!!!,Negative
pngiriman super cepat. pengemasan rapi. brg sesuai deskripsi,Positive
"barang ok, pengiriman cepat recommended seller",Positive
"kripsusnya juara,udah 4 kali order,selalu tandas di mulutnya anak2..pokoke top markotop",Positive
sesuai deskripsi...barang sampai dgn keadaan baikPackaging aman ??. Respon penjualnya top. Barangnya original ??.,Positive
"beli 2 SSD, 1 diterima dalam kondisi rusak",Negative
"?????????? Barang dipesan tanggal 15, baru dikirim tgl 21 -_- Mantep ga tuh Mantep ga tuh",Negative
maaf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 20-30 mnt batok casan nya panas bgt klo di pake takut meledak untuk pngiriman dan respon oke,Negative
Recomended seller. Dibimbing sampai dapat tiket & ecardnya. Masuk ancol & dufan tadi lancar. Terima kasih banyak.,Positive
BARANG PECAH DIKIRIM,Negative
percumaa atc ... orangg gakk adaaa dipakett nyaaa ...,Negative
"kiriman sdh sampai....proses n pengiriman cepat, barang bagus sesuai pesanan n packing rapih...terima kasih, kak",Positive
"pengiriman cepat, aman, thank you UBS",Positive
Admin sangat ramah & sabar menghadapi berbagai pertanyaan2.. sangat rekomended !,Positive
"Barang Rusak , Ga Guna Sama Sekali ... Parah",Negative
